7250	57155776	1143904
7250	57155777	326087
7250	57155778	55157
7250	57155779	26
7250	57155780	9614
7250	57155781	1
7250	57155782	26053
7250	57155783	1746
7250	57155784	1707
7250	57155785	260351
7250	57155786	2
7250	57155787	3818
7250	57155788	11742
7250	57155789	1811
7250	57155790	162421
7250	57155791	2
7250	57155792	5044
7250	57155793	31068
7250	57155794	3818
7250	57155795	7811
7250	57155796	1811
7250	57155797	172496
7250	57155798	2
7250	57155799	38667
7250	57155800	85
7250	57155801	3267
7250	57155802	1657
7250	57155803	27829
7250	57155804	1055
7250	57155805	4697
7250	57155806	110184
7250	57155807	2
7250	57155808	33253
7250	57155809	2
7250	57155810	51886
7250	57155811	52462
7250	57155812	2346
7250	57155813	263
7250	57155814	6674
7250	57155815	6
7250	57155816	4640
7250	57155817	1
7250	57155818	11
7250	57155819	3
7250	57155820	441
7250	57155821	26679
7250	57155822	1
7250	57155823	45
7250	57155824	3267
7250	57155825	1657
7250	57155826	10933
7250	57155827	3031
7250	57155828	4697
7250	57155829	10117
7250	57155830	1
7250	57155831	11
7250	57155832	3
7250	57155833	13559
7250	57155834	36
7250	57155835	8405
7250	57155836	6
7250	57155837	3
7250	57155838	8468
7250	57155839	3512
7250	57155840	20
7250	57155841	3
7250	57155842	8334
7250	57155843	8468
7250	57155844	6
7250	57155845	8077
7250	57155846	2
7250	57155847	122133
7250	57155848	3818
7250	57155849	1657
7250	57155850	10574
7250	57155851	1
7250	57155852	38667
7250	57155853	2
7250	57155854	38667
7250	57155855	2
7250	57155856	95468
7250	57155857	3818
7250	57155858	4059
7250	57155859	11420
7250	57155860	1055
7250	57155861	4116
7250	57155862	5270
7250	57155863	44952
7250	57155864	2
7250	57155865	43568
7250	57155866	2
7250	57155867	4234
7250	57155868	3
7250	57155869	31189
7250	57155870	6
7250	57155871	947
7250	57155872	214
7250	57155873	1
7250	57155874	54
7250	57155875	70
7250	57155876	95836
7250	57155877	33067
7250	57155878	1
7250	57155879	285565
7250	57155880	154309
7250	57155881	1
7250	57155882	42746
7250	57155883	5
7250	57155884	83068
7250	57155885	48866
7250	57155886	1
7250	57155887	925619
7250	57155888	45
7250	57155889	3
7250	57155890	11187
7250	57155891	1
7250	57155892	5
7250	57155893	164
7250	57155894	3305
7250	57155895	54136
7250	57155896	66
7250	57155897	10906
7250	57155898	40
7250	57155899	3
7250	57155900	12670
7250	57155901	6
7250	57155902	3
7250	57155903	112703
7250	57155904	2
7250	57155905	462
7250	57155906	2665
7250	57155907	78443
7250	57155908	1
7250	57155909	1221
7250	57155910	1
7250	57155911	218
7250	57155912	2719
7250	57155913	3
7250	57155914	1794
7250	57155915	1
7250	57155916	43
7250	57155917	3097
7250	57155918	2797
7250	57155919	22
7250	57155920	6790
7250	57155921	3063
7250	57155922	3
7250	57155923	70794
7250	57155924	279
7250	57155925	51
7250	57155926	31869
7250	57155927	118
7250	57155928	2833
7250	57155929	2
7250	57155930	146
7250	57155931	22
7250	57155932	795
7250	57155933	203
7250	57155934	120
7250	57155935	14847
7250	57155936	89
7250	57155937	14
7250	57155938	26
7250	57155939	38
7250	57155940	16770
7250	57155941	99
7250	57155942	118
7250	57155943	15639
7250	57155944	5
7250	57155945	118
7250	57155946	29609
7250	57155947	26
7250	57155948	5
7250	57155949	3
7250	57155950	216001
7250	57155951	22
7250	57155952	6044
7250	57155953	273
7250	57155954	12
7250	57155955	99
7250	57155956	56
7250	57155957	5130
7250	57155958	8372
7250	57155959	9
7250	57155960	6861
7250	57155961	113
7250	57155962	6
7250	57155963	3
7250	57155964	1297
7250	57155965	107799
7250	57155966	107799
7250	57155967	107799
7250	57155968	107799
7250	57155969	107799
7250	57155970	107799
7250	57155971	107799
7250	57155972	107799
7250	57155973	107799
7250	57155974	107799
7250	57155975	50
7250	57155976	3890
7250	57155977	137
7250	57155978	8679
7250	57155979	2
7250	57155980	231
7250	57155981	840
7250	57155982	6
7250	57155983	3
7250	57155984	14501
7250	57155985	19641
7250	57155986	11
7250	57155987	3
7250	57155988	2797
7250	57155989	59
7250	57155990	1309
7250	57155991	15
7250	57155992	2328
7250	57155993	5398
7250	57155994	1
7250	57155995	275
7250	57155996	3
7250	57155997	1518
7250	57155998	2931
7250	57155999	6
7250	57156000	4
7250	57156001	2156
7250	57156002	225192
7250	57156003	2
7250	57156004	4
7250	57156005	3028
7250	57156006	1528
7250	57156007	7692
7250	57156008	10815
7250	57156009	1
7250	57156010	61099
7250	57156011	11
7250	57156012	66
7250	57156013	631
7250	57156014	1
7250	57156015	5
7250	57156016	1145
7250	57156017	20
7250	57156018	7
7250	57156019	5300
7250	57156020	940
7250	57156021	1
7250	57156022	42
7250	57156023	41
7250	57156024	1969
7250	57156025	17
7250	57156026	165
7250	57156027	3058
7250	57156028	8363
7250	57156029	47
7250	57156030	9
7250	57156031	10101
7250	57156032	66
7250	57156033	12031
7250	57156034	11
7250	57156035	3
7250	57156036	1146
7250	57156037	921
7250	57156038	2
7250	57156039	31
7250	57156040	4228
7250	57156041	379
7250	57156042	68442
7250	57156043	164
7250	57156044	11867
7250	57156045	51
7250	57156046	170
7250	57156047	511
7250	57156048	70
7250	57156049	9271
7250	57156050	33
7250	57156051	66
7250	57156052	249
7250	57156053	1
7250	57156054	104
7250	57156055	4
7250	57156056	9095
7250	57156057	4
7250	57156058	6
7250	57156059	86
7250	57156060	164
7250	57156061	3299
7250	57156062	2
7250	57156063	75
7250	57156064	642
7250	57156065	3
7250	57156066	174504
7250	57156067	30
7250	57156068	7983
7250	57156069	55
7250	57156070	24
7250	57156071	1
7250	57156072	3
7250	57156073	13627
7250	57156074	45
7250	57156075	20834
7250	57156076	59
7250	57156077	32452
7250	57156078	17
7250	57156079	9776
7250	57156080	5
7250	57156081	25323
7250	57156082	2822
7250	57156083	2
7250	57156084	103
7250	57156085	73
7250	57156086	95145
7250	57156087	94
7250	57156088	3
7250	57156089	17602
7250	57156090	6
7250	57156091	114
7250	57156092	2833
7250	57156093	1
7250	57156094	91
7250	57156095	1221
7250	57156096	874
7250	57156097	20
7250	57156098	12922
7250	57156099	15
7250	57156100	3
7250	57156101	308126
7250	57156102	6
7250	57156103	3
7250	57156104	488795
7250	57156105	1
7250	57156106	5
7250	57156107	12070
7250	57156108	3
7250	57156109	37124
7250	57156110	78586
7250	57156111	45
7250	57156112	3
7250	57156113	2749
7250	57156114	1
7250	57156115	11
7250	57156116	1321
7250	57156117	267
7250	57156118	3
7250	57156119	7547
7250	57156120	12258
7250	57156121	29129
7250	57156122	45
7250	57156123	114
7250	57156124	903
7250	57156125	335365
7250	57156126	2
7250	57156127	89761
7250	57156128	25
7250	57156129	90
7250	57156130	2724
7250	57156131	6
7250	57156132	3
7250	57156133	69868
7250	57156134	33067
7250	57156135	198
7250	57156136	30
7250	57156137	265
7250	57156138	10129
7250	57156139	1
7250	57156140	42
7250	57156141	59
7250	57156142	81
